,_id,index,name,Identity,User_ID,User Name,handle,Vocation,No# of Rows,Followers,Avg Retweets per Tweet,Avg Likes per Tweet,Ranking_by_followers,URL,Overall sentiment of the user,Assigned color for the sentiement (in hexidecimal),WikiSummary
38,60eed4f6060d3647c22b4821,38,"""Rihanna""",Rihanna,79293791,rihanna,@rihanna,Music,833,"95,570,000.00","6,906.54","22,786.03",3.0,https://i.ibb.co/s63tZ2m/Real-Madrid.png,,,"Robyn Rihanna Fenty (born February 20, 1988), known mononymously as Rihanna ( ree-AN-ə;), is a Barbadian singer, actress, fashion designer, and businesswoman. Born in Saint Michael and raised in Bridgetown, Barbados, Rihanna was discovered by American record producer Evan Rogers who invited her to the United States to record demo tapes. After signing with Def Jam in 2005, she soon gained recognition with the release of her first two studio albums, Music of the Sun (2005) and A Girl like Me (2006), both of which were influenced by Caribbean music and peaked within the top ten of the US Billboard 200 chart."
39,60eed4f6060d3647c22b4822,39,"""Salman Khan""",Salman Khan,132385468,beingsalmankhan,@beingsalmankhan,Entertainment,505,"38,990,000.00","3,718.87","21,410.55",33.0,https://i.ibb.co/9Nprxhr/Rihanna.jpg,,,"Abdul Rashid Salim Salman Khan (Hindi: [səlˈmaːn xaːn]; 27 December 1965) is an Indian actor, film producer, singer, painter and television personality who works in Hindi films. In a film career spanning over thirty years, Khan has received numerous awards, including two National Film Awards as a film producer, and two Filmfare Awards for acting. He is cited in the media as one of the most commercially successful actors of Indian cinema."
40,60eed4f6060d3647c22b4823,40,"""Selena Gomez""",Selena Gomez,23375688,selenagomez,@selenagomez,Music,477,"59,630,000.00","8,916.56","16,979.81",13.0,https://i.ibb.co/YtNhLJ8/Salaman-Khan.jpg,,,"Selena Marie Gomez ( sə-LEE-nə GOH-mez; born July 22, 1992) is an American singer and actress. Born and raised in Texas, Gomez began her career by appearing on the children's television series Barney & Friends (2002–2004). In her teens, she rose to prominence for her role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (2007–2012)."
41,60eed4f6060d3647c22b4824,41,"""Shah Rukh Khan""",Shah Rukh Khan,101311381,iamsrk,@iamsrk,Entertainment,217,"39,720,000.00","2,400.35","13,556.86",31.0,https://i.ibb.co/0qc6vV9/Selena-Gomez.jpg,,,"Shah Rukh Khan (pronounced [ˈʃaːɦrʊx xaːn]; born 2 November 1965), also known by the initialism SRK, is an Indian actor, film producer, and television personality who works in Hindi films. He is referred to in the media as the ""Baadshah of Bollywood"" (in reference to his 1999 film Baadshah), ""King of Bollywood"" and ""King Khan"", he has appeared in more than 80 films, and earned numerous accolades, including 14 Filmfare Awards. The Government of India has awarded him the Padma Shri, and the Government of France has awarded him the Ordre des Arts et des Lettres and the Legion of Honour."
42,60eed4f6060d3647c22b4825,42,"""Shakira""",Shakira,44409004,shakira,@shakira,Music,"1,037.00","51,730,000.00",941.87,"6,383.15",18.0,https://i.ibb.co/k86RC96/Shakira.png,,,"Shakira Isabel Mebarak Ripoll ( shə-KEER-ə, Spanish: [(t)ʃaˈkiɾa]; born 2 February 1977) is a Colombian singer and songwriter. Born and raised in Barranquilla, Shakira has been referred to as the Queen of Latin Music and is noted for her versatility in music. She made her recording debut under Sony Music Colombia at the age of 13."
43,60eed4f6060d3647c22b4826,43,"""SportsCenter""",SportsCenter,26257166,sportscenter,@sportscenter,News/Media,222,"36,120,000.00","2,164.27","14,275.21",35.0,https://i.ibb.co/XX71krF/Sha-Rukh-Khan.jpg,,,"SportsCenter (SC) is a daily sports news television program that serves as the flagship program and brand of American cable and satellite television network ESPN. The show covers various sports teams and athletes from around the world and often shows highlights of sports from the day. Originally broadcast only once per day, SportsCenter now has up to twelve airings each day, excluding overnight repeats. The show often covers the major sports in the U.S. including basketball, hockey, football, and baseball."
44,60eed4f6060d3647c22b4827,44,"""Taylor Swift""",Taylor Swift,17919972,taylorswift13,@taylorswift13,Music,59,"85,850,000.00","20,207.52","112,182.44",4.0,https://i.ibb.co/RTjvT1Y/Sport-Center.png,,,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter. Her narrative songwriting, which often takes inspiration from her personal experiences, has received widespread media coverage and critical praise.
Born in West Reading, Pennsylvania and based in Nashville, Tennessee, Swift signed with Sony/ATV Tree Publishing in 2004 to become a songwriter and with Big Machine Records in 2005 to become a country singer."
45,60eed4f6060d3647c22b4828,45,"""The New York Times""",The New York Times,807095,nytimes,@nytimes,News/Media,40,"44,960,000.00",241.97,685.79,21.0,https://i.ibb.co/4VvVSx1/arrives-at-the-The-58th-GRAMMY-Awards-at-Staples-Center-on-February-15-2016-in-Los-Angeles-City.jpg,,,"The New York Times (N.Y.T. or N.Y. Times) is an American daily newspaper based in New York City with a worldwide readership. Founded in 1851, the Times has since won 130 Pulitzer Prizes (the most of any newspaper), and has long been regarded within the industry as a national ""newspaper of record"". It is ranked 18th in the world by circulation and 3rd in the U.S.The paper is owned by The New York Times Company, which is publicly traded."
46,60eed4f6060d3647c22b4829,46,"""Twitter""",Twitter,783214,twitter,@twitter,News/Media,41,"57,470,000.00","20,707.38","87,177.01",14.0,https://i.ibb.co/Tr1KqYJ/Twitter.png,,,"Twitter is an American microblogging and social networking service on which users post and interact with messages known as ""tweets"". Registered users can post, like, and retweet tweets, but unregistered users can only read them. Users access Twitter through its website interface or its mobile-device application software (""app""), though the service could also be accessed via SMS before April 2020."
47,60eed4f6060d3647c22b482a,47,"""Virat Kohli""",Virat Kohli,71201743,imvkohli,@imvkohli,Sports,401,"33,380,000.00","2,922.43","35,412.27",45.0,https://i.ibb.co/Q6cZYSs/Virat-Kohli.png,,,"Virat Kohli (Hindustani: [ʋɪˈraːʈ ˈkoːɦliː] (listen); born 5 November 1988) is an Indian cricketer and the current captain of the India national team. A right-handed top-order batsman, Kohli is regarded as one of the best contemporary batsmen in the world.   He plays for Delhi in domestic cricket and for Royal Challengers Bangalore in the Indian Premier League (IPL) as captain of the franchise since 2013."
48,60eed4f6060d3647c22b482b,48,"""Wiz Khalifa""",Wiz Khalifa,20322929,wizkhalifa,@wizkhalifa,Music,413,"35,710,000.00","3,794.88","14,440.25",38.0,https://i.ibb.co/XzHtYYF/Wiz-Khalifa.jpg,,,"Cameron Jibril Thomaz (born September 8, 1987), better known by his stage name Wiz Khalifa, is an American rapper, singer, and songwriter. He released his debut album, Show and Prove in 2006, and signed to Warner Bros. Records in 2007."
49,60eed4f6060d3647c22b482c,49,"""YouTube""",YouTube,10228272,youtube,@youtube,News/Media,574,"72,230,000.00","1,676.08","6,552.77",8.0,https://i.ibb.co/8zJnX54/Youtube.png,,,"YouTube is an American online video sharing and social media platform launched by Steve Chen, Chad Hurley, and Jawed Karim in February 2005. Its users watch more than one billion hours of videos each day. YouTube content creators, popularly referred to as YouTubers, upload over 500 hours of content per minute.In October 2006, YouTube was bought by Google for $1.65 billion."
